"Diet","BATCH","Essi_number","Bloomington_number","DGRP_number","n_pup","n_eclo","n_total"
"WD",2,25,28140,"DGRP-109",17,15,30
"WD",1,26,28141,"DGRP-129",26,23,30
"WD",1,27,28142,"DGRP-136",9,9,30
"WD",10,28,28143,"DGRP-138",27,26,30
"WD",1,29,28144,"DGRP-142",23,18,30
"WD",3,30,28145,"DGRP-149",28,25,30
"WD",3,31,28146,"DGRP-153",27,22,30
"WD",20,32,28147,"DGRP-158",28,28,30
"WD",9,33,28148,"DGRP-161",26,25,30
"WD",3,34,28149,"DGRP-176",29,19,30
"WD",14,35,28150,"DGRP-177",29,29,30
"WD",3,36,28151,"DGRP-181",20,17,30
"WD",3,37,28152,"DGRP-189",30,29,30
"WD",3,38,28153,"DGRP-195",27,26,30
"WD",3,39,25174,"DGRP-208",28,25,30
"WD",3,40,28154,"DGRP-217",28,28,30
"WD",10,41,28155,"DGRP-223",26,23,30
"WD",20,42,28156,"DGRP-227",26,16,30
"WD",20,43,28157,"DGRP-228",26,25,30
"WD",5,44,29653,"DGRP-229",28,28,30
"WD",10,45,28275,"DGRP-235",29,29,30
"WD",5,46,28160,"DGRP-237",22,21,30
"WD",2,47,28161,"DGRP-239",26,24,30
"WD",14,48,28162,"DGRP-256",27,26,30
"WD",11,49,28164,"DGRP-280",30,29,30
"WD",20,50,28165,"DGRP-287",20,17,30
"WD",10,51,25175,"DGRP-301",21,16,30
"WD",10,52,25176,"DGRP-303",29,23,30
"WD",16,53,25177,"DGRP-304",26,26,30
"WD",5,54,37525,"DGRP-306",30,30,30
"WD",5,55,25179,"DGRP-307",25,25,30
"WD",5,56,28166,"DGRP-309",21,21,30
"WD",21,57,28276,"DGRP-310",27,18,30
"WD",5,58,25180,"DGRP-313",18,8,30
"WD",4,60,28167,"DGRP-317",25,25,30
"WD",4,61,28168,"DGRP-318",26,21,30
"WD",4,62,55018,"DGRP-319",18,16,30
"WD",4,63,29654,"DGRP-320",28,27,30
"WD",4,64,29655,"DGRP-321",19,18,30
"WD",4,65,25182,"DGRP-324",30,29,30
"WD",11,66,28171,"DGRP-332",27,27,30
"WD",22,67,25183,"DGRP-335",24,22,30
"WD",4,68,28172,"DGRP-336",19,12,30
"WD",4,69,28173,"DGRP-338",27,23,30
"WD",4,70,28174,"DGRP-340",28,28,30
"WD",10,71,55019,"DGRP-348",23,18,30
"WD",10,72,28176,"DGRP-350",26,25,30
"WD",10,73,28177,"DGRP-352",29,29,30
"WD",10,74,55020,"DGRP-354",22,22,30
"WD",13,75,55038,"DGRP-355",29,29,30
"WD",20,76,28178,"DGRP-356",29,23,30
"WD",14,77,25184,"DGRP-357",27,27,30
"WD",12,78,25185,"DGRP-358",25,20,30
"WD",13,79,28179,"DGRP-359",28,25,30
"WD",12,80,25186,"DGRP-360",25,25,30
"WD",13,81,28180,"DGRP-361",27,25,30
"WD",9,82,25187,"DGRP-362",24,24,30
"WD",7,83,25445,"DGRP-365",28,25,30
"WD",19,84,28181,"DGRP-367",30,30,30
"WD",11,85,28182,"DGRP-370",29,29,30
"WD",16,86,28183,"DGRP-371",26,26,30
"WD",13,87,28184,"DGRP-373",20,18,30
"WD",12,88,28185,"DGRP-374",24,23,30
"WD",7,89,25188,"DGRP-375",27,27,30
"WD",11,90,28186,"DGRP-377",22,21,30
"WD",9,91,25189,"DGRP-379",25,20,30
"WD",14,92,25190,"DGRP-380",29,29,30
"WD",14,93,28188,"DGRP-381",22,20,30
"WD",7,94,28189,"DGRP-382",29,28,30
"WD",20,95,28190,"DGRP-383",21,19,30
"WD",14,96,28191,"DGRP-385",30,29,30
"WD",14,97,28192,"DGRP-386",30,29,30
"WD",7,98,55021,"DGRP-390",24,24,30
"WD",15,99,25191,"DGRP-391",13,12,30
"WD",14,100,28194,"DGRP-392",26,26,30
"WD",7,101,55022,"DGRP-395",30,30,30
"WD",9,102,55023,"DGRP-397",21,20,30
"WD",7,103,25192,"DGRP-399",29,29,30
"WD",14,104,29656,"DGRP-405",27,27,30
"WD",15,105,29657,"DGRP-406",30,26,30
"WD",16,106,28278,"DGRP-409",27,27,30
"WD",6,107,28196,"DGRP-426",15,15,30
"WD",6,108,25193,"DGRP-427",30,29,30
"WD",6,109,25194,"DGRP-437",30,30,30
"WD",16,110,29658,"DGRP-439",25,21,30
"WD",16,111,28197,"DGRP-440",28,27,30
"WD",6,112,28198,"DGRP-441",14,14,30
"WD",15,113,28199,"DGRP-443",27,27,30
"WD",16,114,28200,"DGRP-461",29,29,30
"WD",21,115,25195,"DGRP-486",27,27,30
"WD",6,116,28202,"DGRP-491",26,26,30
"WD",9,117,28203,"DGRP-492",24,22,30
"WD",15,118,28204,"DGRP-502",24,24,30
"WD",20,119,55024,"DGRP-505",24,20,30
"WD",16,120,28205,"DGRP-508",30,30,30
"WD",6,121,28206,"DGRP-509",28,28,30
"WD",6,122,29659,"DGRP-513",25,25,30
"WD",6,123,25197,"DGRP-517",30,29,30
"WD",12,124,55025,"DGRP-528",22,17,30
"WD",6,125,29660,"DGRP-530",29,28,30
"WD",21,126,28207,"DGRP-531",28,27,30
"WD",6,127,28208,"DGRP-535",29,28,30
"WD",7,128,55026,"DGRP-551",30,29,30
"WD",7,129,25198,"DGRP-555",17,15,30
"WD",12,130,55027,"DGRP-559",26,18,30
"WD",7,131,28211,"DGRP-563",24,22,30
"WD",20,132,55028,"DGRP-566",22,19,30
"WD",15,133,28212,"DGRP-584",29,28,30
"WD",15,134,28213,"DGRP-589",25,24,30
"WD",16,135,28215,"DGRP-595",30,30,30
"WD",17,136,55029,"DGRP-596",21,19,30
"WD",7,137,55030,"DGRP-627",30,27,30
"WD",15,138,55031,"DGRP-630",20,19,30
"WD",15,139,55032,"DGRP-634",26,22,30
"WD",21,140,25199,"DGRP-639",9,7,30
"WD",22,141,28217,"DGRP-646",12,12,30
"WD",17,142,28218,"DGRP-703",29,29,30
"WD",17,143,25744,"DGRP-705",29,28,30
"WD",17,144,25200,"DGRP-707",22,22,30
"WD",19,145,25201,"DGRP-712",27,27,30
"WD",12,146,25745,"DGRP-714",28,25,30
"WD",11,147,28219,"DGRP-716",30,29,30
"WD",18,148,28220,"DGRP-721",28,25,30
"WD",21,149,28221,"DGRP-727",28,25,30
"WD",9,151,25203,"DGRP-732",27,27,30
"WD",17,152,28222,"DGRP-737",27,26,30
"WD",22,153,28223,"DGRP-738",20,16,30
"WD",17,154,28224,"DGRP-748",29,29,30
"WD",19,155,28226,"DGRP-757",25,23,30
"WD",20,156,28227,"DGRP-761",24,24,30
"WD",17,157,25204,"DGRP-765",26,24,30
"WD",11,158,25205,"DGRP-774",29,29,30
"WD",11,159,28229,"DGRP-776",26,25,30
"WD",12,160,28230,"DGRP-783",28,28,30
"WD",12,161,25206,"DGRP-786",29,28,30
"WD",11,162,28231,"DGRP-787",29,28,30
"WD",19,163,28232,"DGRP-790",26,19,30
"WD",17,164,28233,"DGRP-796",30,30,30
"WD",13,165,25207,"DGRP-799",28,28,30
"WD",11,166,28234,"DGRP-801",28,26,30
"WD",12,167,28235,"DGRP-802",26,25,30
"WD",15,168,28236,"DGRP-804",22,21,30
"WD",22,169,28237,"DGRP-805",27,19,30
"WD",17,170,28238,"DGRP-808",28,27,30
"WD",17,171,28239,"DGRP-810",28,25,30
"WD",15,172,28240,"DGRP-812",28,23,30
"WD",17,173,28241,"DGRP-818",30,29,30
"WD",13,174,28242,"DGRP-819",30,30,30
"WD",11,175,25208,"DGRP-820",30,30,30
"WD",8,176,28243,"DGRP-821",24,20,30
"WD",19,177,28244,"DGRP-822",15,11,30
"WD",21,178,28245,"DGRP-832",4,3,30
"WD",8,180,28247,"DGRP-843",24,24,30
"WD",18,181,28248,"DGRP-849",16,15,30
"WD",19,182,28249,"DGRP-850",16,16,30
"WD",8,183,25209,"DGRP-852",23,22,30
"WD",18,184,28250,"DGRP-853",29,26,30
"WD",18,185,28251,"DGRP-855",23,23,30
"WD",19,186,28252,"DGRP-857",27,18,30
"WD",8,187,25210,"DGRP-859",30,30,30
"WD",18,188,28253,"DGRP-861",29,28,30
"WD",19,189,28254,"DGRP-879",29,25,30
"WD",18,190,28255,"DGRP-882",23,13,30
"WD",19,192,28279,"DGRP-887",9,7,30
"WD",8,193,28257,"DGRP-890",26,24,30
"WD",8,194,28258,"DGRP-892",30,30,30
"WD",8,196,28260,"DGRP-897",28,25,30
"WD",8,197,28261,"DGRP-900",30,30,30
"WD",8,198,28262,"DGRP-907",30,30,30
"WD",8,199,28263,"DGRP-908",24,24,30
"WD",18,200,28264,"DGRP-911",28,27,30
"WD",18,201,28265,"DGRP-913",25,25,30
"starch",2,1,28122,"DGRP-21",29,28,30
"starch",2,2,28123,"DGRP-26",30,25,30
"starch",21,3,28124,"DGRP-28",30,29,30
"starch",2,4,55014,"DGRP-31",28,21,30
"starch",2,5,55015,"DGRP-32",27,20,30
"starch",2,6,28125,"DGRP-38",17,15,30
"starch",2,7,29651,"DGRP-40",29,26,30
"starch",2,8,28126,"DGRP-41",28,23,30
"starch",21,9,28127,"DGRP-42",12,7,30
"starch",9,10,28128,"DGRP-45",29,28,30
"starch",1,11,55016,"DGRP-48",20,11,30
"starch",1,12,29652,"DGRP-57",28,19,30
"starch",2,13,28129,"DGRP-59",30,30,30
"starch",19,14,28130,"DGRP-69",23,18,30
"starch",9,15,28131,"DGRP-73",29,27,30
"starch",20,16,28132,"DGRP-75",30,30,30
"starch",1,17,28134,"DGRP-83",29,27,30
"starch",9,18,28274,"DGRP-85",18,17,30
"starch",14,19,28135,"DGRP-88",23,14,30
"starch",1,20,28136,"DGRP-91",26,24,30
"starch",5,21,28137,"DGRP-93",26,26,30
"starch",1,22,55017,"DGRP-100",27,22,30
"starch",1,23,28138,"DGRP-101",19,17,30
"starch",9,24,28139,"DGRP-105",29,29,30
"starch",2,25,28140,"DGRP-109",16,16,30
"starch",1,26,28141,"DGRP-129",26,24,30
"starch",1,27,28142,"DGRP-136",21,20,30
"starch",10,28,28143,"DGRP-138",28,26,30
"starch",1,29,28144,"DGRP-142",22,19,30
"starch",3,30,28145,"DGRP-149",29,25,30
"starch",3,31,28146,"DGRP-153",20,13,30
"starch",20,32,28147,"DGRP-158",30,29,30
"starch",9,33,28148,"DGRP-161",30,29,30
"starch",3,34,28149,"DGRP-176",28,17,30
"starch",14,35,28150,"DGRP-177",29,27,30
"starch",3,36,28151,"DGRP-181",27,23,30
"starch",3,37,28152,"DGRP-189",29,27,30
"starch",3,38,28153,"DGRP-195",28,26,30
"starch",3,39,25174,"DGRP-208",29,28,30
"starch",3,40,28154,"DGRP-217",28,26,30
"starch",10,41,28155,"DGRP-223",25,21,30
"starch",20,42,28156,"DGRP-227",27,4,30
"starch",20,43,28157,"DGRP-228",25,24,30
"starch",5,44,29653,"DGRP-229",23,0,30
"starch",10,45,28275,"DGRP-235",30,30,30
"starch",5,46,28160,"DGRP-237",25,25,30
"starch",2,47,28161,"DGRP-239",30,27,30
"starch",14,48,28162,"DGRP-256",30,26,30
"starch",11,49,28164,"DGRP-280",30,30,30
"starch",20,50,28165,"DGRP-287",29,27,30
"starch",10,51,25175,"DGRP-301",22,13,30
"starch",10,52,25176,"DGRP-303",28,25,30
"starch",16,53,25177,"DGRP-304",29,28,30
"starch",5,54,37525,"DGRP-306",30,30,30
"starch",5,55,25179,"DGRP-307",26,24,30
"starch",5,56,28166,"DGRP-309",24,21,30
"starch",21,57,28276,"DGRP-310",15,11,30
"starch",5,58,25180,"DGRP-313",25,19,30
"starch",4,60,28167,"DGRP-317",24,22,30
"starch",4,61,28168,"DGRP-318",26,21,30
"starch",4,62,55018,"DGRP-319",30,30,30
"starch",4,63,29654,"DGRP-320",30,28,30
"starch",4,64,29655,"DGRP-321",19,18,30
"starch",4,65,25182,"DGRP-324",29,27,30
"starch",11,66,28171,"DGRP-332",29,29,30
"starch",22,67,25183,"DGRP-335",30,30,30
"starch",4,68,28172,"DGRP-336",16,13,30
"starch",4,69,28173,"DGRP-338",27,16,30
"starch",4,70,28174,"DGRP-340",27,26,30
"starch",10,71,55019,"DGRP-348",15,13,30
"starch",10,72,28176,"DGRP-350",25,21,30
"starch",10,73,28177,"DGRP-352",30,29,30
"starch",10,74,55020,"DGRP-354",30,30,30
"starch",13,75,55038,"DGRP-355",22,22,30
"starch",20,76,28178,"DGRP-356",26,26,30
"starch",14,77,25184,"DGRP-357",29,28,30
"starch",12,78,25185,"DGRP-358",24,21,30
"starch",13,79,28179,"DGRP-359",29,23,30
"starch",12,80,25186,"DGRP-360",28,17,30
"starch",13,81,28180,"DGRP-361",26,19,30
"starch",9,82,25187,"DGRP-362",20,17,30
"starch",7,83,25445,"DGRP-365",27,20,30
"starch",19,84,28181,"DGRP-367",23,15,30
"starch",11,85,28182,"DGRP-370",30,29,30
"starch",16,86,28183,"DGRP-371",29,28,30
"starch",13,87,28184,"DGRP-373",16,13,30
"starch",12,88,28185,"DGRP-374",25,24,30
"starch",7,89,25188,"DGRP-375",22,18,30
"starch",11,90,28186,"DGRP-377",21,17,30
"starch",9,91,25189,"DGRP-379",18,12,30
"starch",14,92,25190,"DGRP-380",27,27,30
"starch",14,93,28188,"DGRP-381",24,17,30
"starch",7,94,28189,"DGRP-382",29,29,30
"starch",20,95,28190,"DGRP-383",18,17,30
"starch",14,96,28191,"DGRP-385",30,30,30
"starch",14,97,28192,"DGRP-386",29,29,30
"starch",7,98,55021,"DGRP-390",29,27,30
"starch",15,99,25191,"DGRP-391",30,28,30
"starch",14,100,28194,"DGRP-392",29,27,30
"starch",7,101,55022,"DGRP-395",30,28,30
"starch",9,102,55023,"DGRP-397",29,25,30
"starch",7,103,25192,"DGRP-399",29,28,30
"starch",14,104,29656,"DGRP-405",30,29,30
"starch",15,105,29657,"DGRP-406",30,29,30
"starch",16,106,28278,"DGRP-409",24,23,30
"starch",6,107,28196,"DGRP-426",17,15,30
"starch",6,108,25193,"DGRP-427",30,30,30
"starch",6,109,25194,"DGRP-437",30,28,30
"starch",16,110,29658,"DGRP-439",30,21,30
"starch",16,111,28197,"DGRP-440",30,25,30
"starch",6,112,28198,"DGRP-441",29,26,30
"starch",15,113,28199,"DGRP-443",25,25,30
"starch",16,114,28200,"DGRP-461",28,24,30
"starch",21,115,25195,"DGRP-486",22,21,30
"starch",6,116,28202,"DGRP-491",28,27,30
"starch",9,117,28203,"DGRP-492",29,28,30
"starch",15,118,28204,"DGRP-502",30,27,30
"starch",20,119,55024,"DGRP-505",28,27,30
"starch",16,120,28205,"DGRP-508",29,27,30
"starch",6,121,28206,"DGRP-509",29,29,30
"starch",6,122,29659,"DGRP-513",27,21,30
"starch",6,123,25197,"DGRP-517",30,30,30
"starch",12,124,55025,"DGRP-528",23,18,30
"starch",6,125,29660,"DGRP-530",30,30,30
"starch",21,126,28207,"DGRP-531",28,25,30
"starch",6,127,28208,"DGRP-535",28,27,30
"starch",7,128,55026,"DGRP-551",24,22,30
"starch",7,129,25198,"DGRP-555",22,20,30
"starch",12,130,55027,"DGRP-559",25,21,30
"starch",7,131,28211,"DGRP-563",27,27,30
"starch",20,132,55028,"DGRP-566",23,21,30
"starch",15,133,28212,"DGRP-584",30,28,30
"starch",15,134,28213,"DGRP-589",29,28,30
"starch",16,135,28215,"DGRP-595",26,26,30
"starch",17,136,55029,"DGRP-596",28,25,30
"starch",7,137,55030,"DGRP-627",29,29,30
"starch",15,138,55031,"DGRP-630",28,26,30
"starch",15,139,55032,"DGRP-634",28,27,30
"starch",21,140,25199,"DGRP-639",8,7,30
"starch",22,141,28217,"DGRP-646",19,18,30
"starch",17,142,28218,"DGRP-703",28,27,30
"starch",17,143,25744,"DGRP-705",29,25,30
"starch",17,144,25200,"DGRP-707",29,26,30
"starch",19,145,25201,"DGRP-712",29,27,30
"starch",12,146,25745,"DGRP-714",29,25,30
"starch",11,147,28219,"DGRP-716",28,20,30
"starch",18,148,28220,"DGRP-721",20,19,30
"starch",21,149,28221,"DGRP-727",28,24,30
"starch",9,151,25203,"DGRP-732",27,27,30
"starch",17,152,28222,"DGRP-737",30,29,30
"starch",22,153,28223,"DGRP-738",13,12,30
"starch",17,154,28224,"DGRP-748",30,30,30
"starch",19,155,28226,"DGRP-757",30,30,30
"starch",20,156,28227,"DGRP-761",29,28,30
"starch",17,157,25204,"DGRP-765",29,27,30
"starch",11,158,25205,"DGRP-774",30,29,30
"starch",11,159,28229,"DGRP-776",28,28,30
"starch",12,160,28230,"DGRP-783",29,26,30
"starch",12,161,25206,"DGRP-786",28,27,30
"starch",11,162,28231,"DGRP-787",29,29,30
"starch",19,163,28232,"DGRP-790",28,22,30
"starch",17,164,28233,"DGRP-796",30,30,30
"starch",13,165,25207,"DGRP-799",30,30,30
"starch",11,166,28234,"DGRP-801",23,19,30
"starch",12,167,28235,"DGRP-802",30,27,30
"starch",15,168,28236,"DGRP-804",17,2,30
"starch",22,169,28237,"DGRP-805",24,21,30
"starch",17,170,28238,"DGRP-808",29,28,30
"starch",17,171,28239,"DGRP-810",29,27,30
"starch",15,172,28240,"DGRP-812",25,16,30
"starch",17,173,28241,"DGRP-818",30,30,30
"starch",13,174,28242,"DGRP-819",28,27,30
"starch",11,175,25208,"DGRP-820",30,29,30
"starch",8,176,28243,"DGRP-821",29,28,30
"starch",19,177,28244,"DGRP-822",18,16,30
"starch",21,178,28245,"DGRP-832",22,19,30
"starch",8,180,28247,"DGRP-843",28,28,30
"starch",18,181,28248,"DGRP-849",25,20,30
"starch",19,182,28249,"DGRP-850",29,28,30
"starch",8,183,25209,"DGRP-852",26,26,30
"starch",18,184,28250,"DGRP-853",23,22,30
"starch",18,185,28251,"DGRP-855",25,21,30
"starch",19,186,28252,"DGRP-857",22,14,30
"starch",8,187,25210,"DGRP-859",29,29,30
"starch",18,188,28253,"DGRP-861",30,28,30
"starch",19,189,28254,"DGRP-879",28,26,30
"starch",18,190,28255,"DGRP-882",28,23,30
"starch",19,192,28279,"DGRP-887",5,4,30
"starch",8,193,28257,"DGRP-890",29,23,30
"starch",8,194,28258,"DGRP-892",28,27,30
"starch",8,196,28260,"DGRP-897",23,23,30
"starch",8,197,28261,"DGRP-900",26,21,30
"starch",8,198,28262,"DGRP-907",29,23,30
"starch",8,199,28263,"DGRP-908",29,29,30
"starch",18,200,28264,"DGRP-911",28,24,30
"starch",18,201,28265,"DGRP-913",16,16,30
"HP",2,1,28122,"DGRP-21",30,30,30
"HP",2,2,28123,"DGRP-26",26,23,30
"HP",21,3,28124,"DGRP-28",26,26,30
"HP",2,4,55014,"DGRP-31",30,22,30
"HP",2,5,55015,"DGRP-32",27,23,30
"HP",2,6,28125,"DGRP-38",14,11,30
"HP",2,7,29651,"DGRP-40",30,30,30
"HP",2,8,28126,"DGRP-41",27,22,30
"HP",21,9,28127,"DGRP-42",18,16,30
"HP",9,10,28128,"DGRP-45",28,27,30
"HP",1,11,55016,"DGRP-48",18,14,30
"HP",1,12,29652,"DGRP-57",28,24,30
"HP",2,13,28129,"DGRP-59",30,29,30
"HP",19,14,28130,"DGRP-69",24,11,30
"HP",9,15,28131,"DGRP-73",29,25,30
"HP",20,16,28132,"DGRP-75",30,30,30
"HP",1,17,28134,"DGRP-83",30,24,30
"HP",9,18,28274,"DGRP-85",20,17,30
"HP",14,19,28135,"DGRP-88",17,6,30
"HP",1,20,28136,"DGRP-91",28,26,30
"HP",5,21,28137,"DGRP-93",19,19,30
"HP",1,22,55017,"DGRP-100",30,24,30
"HP",1,23,28138,"DGRP-101",20,17,30
"HP",9,24,28139,"DGRP-105",29,28,30
"HP",2,25,28140,"DGRP-109",12,11,30
"HP",1,26,28141,"DGRP-129",27,21,30
"HP",1,27,28142,"DGRP-136",19,19,30
"HP",10,28,28143,"DGRP-138",28,20,30
"HP",1,29,28144,"DGRP-142",23,17,30
"HP",3,30,28145,"DGRP-149",28,24,30
"HP",3,31,28146,"DGRP-153",24,19,30
"HP",20,32,28147,"DGRP-158",26,26,30
"HP",9,33,28148,"DGRP-161",29,24,30
"HP",3,34,28149,"DGRP-176",28,16,30
"HP",14,35,28150,"DGRP-177",29,23,30
"HP",3,36,28151,"DGRP-181",27,22,30
"HP",3,37,28152,"DGRP-189",28,27,30
"HP",3,38,28153,"DGRP-195",30,29,30
"HP",3,39,25174,"DGRP-208",29,29,30
"HP",3,40,28154,"DGRP-217",30,27,30
"HP",10,41,28155,"DGRP-223",28,23,30
"HP",20,42,28156,"DGRP-227",18,1,30
"HP",20,43,28157,"DGRP-228",28,24,30
"HP",5,44,29653,"DGRP-229",28,0,30
"HP",10,45,28275,"DGRP-235",30,0,30
"HP",5,46,28160,"DGRP-237",17,15,30
"HP",2,47,28161,"DGRP-239",25,24,30
"HP",14,48,28162,"DGRP-256",29,27,30
"HP",11,49,28164,"DGRP-280",30,30,30
"HP",20,50,28165,"DGRP-287",24,22,30
"HP",10,51,25175,"DGRP-301",23,12,30
"HP",10,52,25176,"DGRP-303",27,25,30
"HP",16,53,25177,"DGRP-304",26,24,30
"HP",5,54,37525,"DGRP-306",29,28,30
"HP",5,55,25179,"DGRP-307",25,23,30
"HP",5,56,28166,"DGRP-309",26,25,30
"HP",21,57,28276,"DGRP-310",8,5,30
"HP",5,58,25180,"DGRP-313",21,20,30
"HP",4,60,28167,"DGRP-317",22,20,30
"HP",4,61,28168,"DGRP-318",30,22,30
"HP",4,62,55018,"DGRP-319",29,26,30
"HP",4,63,29654,"DGRP-320",29,29,30
"HP",4,64,29655,"DGRP-321",21,20,30
"HP",4,65,25182,"DGRP-324",29,24,30
"HP",11,66,28171,"DGRP-332",29,27,30
"HP",22,67,25183,"DGRP-335",29,29,30
"HP",4,68,28172,"DGRP-336",10,8,30
"HP",4,69,28173,"DGRP-338",28,19,30
"HP",4,70,28174,"DGRP-340",26,25,30
"HP",10,71,55019,"DGRP-348",21,17,30
"HP",10,72,28176,"DGRP-350",28,27,30
"HP",10,73,28177,"DGRP-352",28,26,30
"HP",10,74,55020,"DGRP-354",24,23,30
"HP",13,75,55038,"DGRP-355",28,28,30
"HP",20,76,28178,"DGRP-356",23,20,30
"HP",14,77,25184,"DGRP-357",30,27,30
"HP",12,78,25185,"DGRP-358",27,20,30
"HP",13,79,28179,"DGRP-359",28,24,30
"HP",12,80,25186,"DGRP-360",28,27,30
"HP",13,81,28180,"DGRP-361",29,26,30
"HP",9,82,25187,"DGRP-362",16,14,30
"HP",7,83,25445,"DGRP-365",30,23,30
"HP",19,84,28181,"DGRP-367",30,22,30
"HP",11,85,28182,"DGRP-370",30,28,30
"HP",16,86,28183,"DGRP-371",30,28,30
"HP",13,87,28184,"DGRP-373",22,14,30
"HP",12,88,28185,"DGRP-374",30,30,30
"HP",7,89,25188,"DGRP-375",28,25,30
"HP",11,90,28186,"DGRP-377",18,15,30
"HP",9,91,25189,"DGRP-379",22,19,30
"HP",14,92,25190,"DGRP-380",29,29,30
"HP",14,93,28188,"DGRP-381",19,13,30
"HP",7,94,28189,"DGRP-382",30,27,30
"HP",20,95,28190,"DGRP-383",23,17,30
"HP",14,96,28191,"DGRP-385",29,29,30
"HP",14,97,28192,"DGRP-386",29,28,30
"HP",7,98,55021,"DGRP-390",26,21,30
"HP",15,99,25191,"DGRP-391",29,28,30
"HP",14,100,28194,"DGRP-392",29,28,30
"HP",7,101,55022,"DGRP-395",30,30,30
"HP",9,102,55023,"DGRP-397",30,24,30
"HP",7,103,25192,"DGRP-399",28,26,30
"HP",14,104,29656,"DGRP-405",29,27,30
"HP",15,105,29657,"DGRP-406",30,27,30
"HP",16,106,28278,"DGRP-409",25,24,30
"HP",6,107,28196,"DGRP-426",15,14,30
"HP",6,108,25193,"DGRP-427",28,28,30
"HP",6,109,25194,"DGRP-437",30,29,30
"HP",16,110,29658,"DGRP-439",29,25,30
"HP",16,111,28197,"DGRP-440",29,20,30
"HP",6,112,28198,"DGRP-441",23,18,30
"HP",15,113,28199,"DGRP-443",21,20,30
"HP",16,114,28200,"DGRP-461",29,28,30
"HP",21,115,25195,"DGRP-486",26,25,30
"HP",6,116,28202,"DGRP-491",30,28,30
"HP",9,117,28203,"DGRP-492",27,25,30
"HP",15,118,28204,"DGRP-502",28,23,30
"HP",20,119,55024,"DGRP-505",21,14,30
"HP",16,120,28205,"DGRP-508",30,29,30
"HP",6,121,28206,"DGRP-509",23,18,30
"HP",6,122,29659,"DGRP-513",25,19,30
"HP",6,123,25197,"DGRP-517",30,30,30
"HP",12,124,55025,"DGRP-528",24,17,30
"HP",6,125,29660,"DGRP-530",30,29,30
"HP",21,126,28207,"DGRP-531",29,16,30
"HP",6,127,28208,"DGRP-535",29,28,30
"HP",7,128,55026,"DGRP-551",29,28,30
"HP",7,129,25198,"DGRP-555",26,25,30
"HP",12,130,55027,"DGRP-559",25,21,30
"HP",7,131,28211,"DGRP-563",26,26,30
"HP",20,132,55028,"DGRP-566",24,22,30
"HP",15,133,28212,"DGRP-584",30,28,30
"HP",15,134,28213,"DGRP-589",30,29,30
"HP",16,135,28215,"DGRP-595",27,27,30
"HP",17,136,55029,"DGRP-596",30,18,30
"HP",7,137,55030,"DGRP-627",28,26,30
"HP",15,138,55031,"DGRP-630",30,27,30
"HP",15,139,55032,"DGRP-634",26,24,30
"HP",21,140,25199,"DGRP-639",14,8,30
"HP",22,141,28217,"DGRP-646",14,12,30
"HP",17,142,28218,"DGRP-703",29,28,30
"HP",17,143,25744,"DGRP-705",30,23,30
"HP",17,144,25200,"DGRP-707",29,27,30
"HP",19,145,25201,"DGRP-712",29,26,30
"HP",12,146,25745,"DGRP-714",28,27,30
"HP",11,147,28219,"DGRP-716",28,23,30
"HP",18,148,28220,"DGRP-721",24,20,30
"HP",21,149,28221,"DGRP-727",27,23,30
"HP",9,151,25203,"DGRP-732",27,25,30
"HP",17,152,28222,"DGRP-737",29,25,30
"HP",22,153,28223,"DGRP-738",11,11,30
"HP",17,154,28224,"DGRP-748",28,27,30
"HP",19,155,28226,"DGRP-757",24,24,30
"HP",20,156,28227,"DGRP-761",28,26,30
"HP",17,157,25204,"DGRP-765",27,26,30
"HP",11,158,25205,"DGRP-774",30,30,30
"HP",11,159,28229,"DGRP-776",29,28,30
"HP",12,160,28230,"DGRP-783",28,24,30
"HP",12,161,25206,"DGRP-786",28,24,30
"HP",11,162,28231,"DGRP-787",28,27,30
"HP",19,163,28232,"DGRP-790",27,20,30
"HP",17,164,28233,"DGRP-796",28,26,30
"HP",13,165,25207,"DGRP-799",25,25,30
"HP",11,166,28234,"DGRP-801",29,27,30
"HP",12,167,28235,"DGRP-802",30,29,30
"HP",15,168,28236,"DGRP-804",12,0,30
"HP",22,169,28237,"DGRP-805",23,22,30
"HP",17,170,28238,"DGRP-808",30,28,30
"HP",17,171,28239,"DGRP-810",28,27,30
"HP",15,172,28240,"DGRP-812",21,12,30
"HP",17,173,28241,"DGRP-818",28,28,30
"HP",13,174,28242,"DGRP-819",30,30,30
"HP",11,175,25208,"DGRP-820",30,27,30
"HP",8,176,28243,"DGRP-821",29,24,30
"HP",19,177,28244,"DGRP-822",27,26,30
"HP",21,178,28245,"DGRP-832",28,25,30
"HP",8,180,28247,"DGRP-843",28,25,30
"HP",18,181,28248,"DGRP-849",24,22,30
"HP",19,182,28249,"DGRP-850",27,25,30
"HP",8,183,25209,"DGRP-852",27,24,30
"HP",18,184,28250,"DGRP-853",27,22,30
"HP",18,185,28251,"DGRP-855",25,25,30
"HP",19,186,28252,"DGRP-857",23,12,30
"HP",8,187,25210,"DGRP-859",30,30,30
"HP",18,188,28253,"DGRP-861",27,26,30
"HP",19,189,28254,"DGRP-879",29,27,30
"HP",18,190,28255,"DGRP-882",27,14,30
"HP",19,192,28279,"DGRP-887",3,0,30
"HP",8,193,28257,"DGRP-890",27,24,30
"HP",8,194,28258,"DGRP-892",30,29,30
